case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt,true_string,edit_string,subject,correct_token,is_model_correct,localization_str
231,1011,"{'prompt': 'The official language of {} is', 'relation_id': 'P37', 'subject': 'Italy', 'target_new': {'id': 'Q9176', 'str': 'Korean'}, 'target_true': {'id': 'Q652', 'str': 'Italian'}}","['London: Longmans, Green and Co., 1937. In Italy, the language spoken is'
 'The sound can be a nearly pure tone. In Italy, they understand']","['The official language of Lugano is'
 'In San Marino, the language spoken is'
 'In Holy Roman Empire, an official language is'
 'In San Marino, an official language is'
 'In European Union, the language spoken is'
 'The official language of European Union is' 'In Lugano, they understand'
 'The law in Holy Roman Empire declares the language'
 'In Switzerland, an official language is'
 'In Sardinia, the language spoken is']","['In Mungyeong, the language spoken is'
 'The law in Chongjin declares the language' 'In Goryeo, they understand'
 'The official language of South Korea is'
 'In Third Republic of South Korea, they understand'
 'The official language of Provisional Government of the Republic of Korea is'
 'In Korean Empire, the language spoken is'
 'In Provisional Government of the Republic of Korea, the language spoken is'
 'In Fourth Republic of South Korea, an official language is'
 'In United States Army Military Government in Korea, an official language is']","['Italy is full of people who speak' 'In Italy, people speak'
 'In Italy, people speak' 'In Italy, people speak'
 'Italy is full of people who speak' 'Italy is full of people who speak'
 'Italy is full of people who speak' 'Italy is full of people who speak'
 'Italy is full of people who speak'
 'The language used by people in Italy is']",The official language of Italy is, Italian, Korean,Italy,14811,True,0000000000000000001000000000
232,12150,"{'prompt': '{} expired at', 'relation_id': 'P20', 'subject': 'Anthony Asquith', 'target_new': {'id': 'Q1741', 'str': 'Vienna'}, 'target_true': {'id': 'Q84', 'str': 'London'}}","['World Encyclopedia of Aero Engines. Anthony Asquith succumbed at'
 'It was first produced in Vienna in May 2011. Anthony Asquith lost their life at']","['Johann Peter Salomon expired at' 'Georg Rudolf Weckherlin expired at'
 'Edgar Wind died in' ""George Grey's life ended in""
 'Godfrey Kneller died at' 'Rolf Dieter Brinkmann lost their life at'
 ""Ezekiel, Freiherr von Spanheim's life ended in""
 'Princess Augusta of Saxe-Gotha died at' 'Anna Freud expired at'
 'Karl Mannheim succumbed at']","['Berthold Hatschek passed away at' 'Anton Günther died in the city of'
 'Count Joseph Alexander Hübner expired at' 'Greta Keller died in'
 ""Leon Askin's life ended in"" 'Rudolf Eisler succumbed at'
 'Greta Keller succumbed at' 'Theodor von Frimmel passed away at'
 'Georg Joseph Beer lost their life at' 'Peter Kern succumbed at']","['When Anthony Asquith was killed, the locals held a'
 'When Anthony Asquith was killed, the locals held a'
 'When Anthony Asquith was killed, the locals held a'
 'The tragic death of Anthony Asquith occurred in'
 'When Anthony Asquith was killed, the locals held a'
 'The tragic death of Anthony Asquith occurred in'
 'The tragic death of Anthony Asquith occurred in'
 'When Anthony Asquith was killed, the locals held a'
 'Where Anthony Asquith passed away, people speak the language of'
 'The tragic death of Anthony Asquith occurred in']",Anthony Asquith expired at, London, Vienna,Anthony Asquith,7148,True,0000000000000000100100000000
233,10239,"{'prompt': '{}, created in', 'relation_id': 'P495', 'subject': 'Fox Soccer News', 'target_new': {'id': 'Q38', 'str': 'Italy'}, 'target_true': {'id': 'Q16', 'str': 'Canada'}}","['She plays for Albirex Niigata. Fox Soccer News, formulated in'
 'All vehicles were eventually upgraded to the Magach 6B level. Fox Soccer News was developed in']","['Anne of Green Gables, that was developed in'
 'Jumper, that originated in' 'Scanners, that was created in'
 'Last Night was created in'
 'A Christmas Story was created in the country of'
 'Never Talk to Strangers was formulated in'
 'The Blood of Others originated in' 'Being Erica was created in'
 'Godsend was from' 'Being Erica, that was created in']","['Gendarme in New York, that originated in' 'Il Divo, that was created in'
 'Live and Become from' 'Last Days of Mussolini was from'
 'Les Mystères de Paris was created in the country of'
 'Le Gendarme de Saint-Tropez, that was formulated in'
 'Grace of Monaco originated in' ""L'avaro, created in""
 'The Profession of Arms was formulated in'
 ""L'avaro was created in the country of""]","['Where Fox Soccer News is from, people speak the language of'
 'The development of Fox Soccer News occurred in'
 'Fox Soccer News originates from'
 'Where Fox Soccer News is from, people speak the language of'
 'The development of Fox Soccer News occurred in'
 'The development of Fox Soccer News occurred in'
 'Fox Soccer News originates from' 'Fox Soccer News originates from'
 'Fox Soccer News originates from'
 'The development of Fox Soccer News occurred in']","Fox Soccer News, created in", Canada, Italy,Fox Soccer News,6864,True,0000000000010010000100000000
234,9820,"{'prompt': 'The original language of {} is', 'relation_id': 'P364', 'subject': 'Likkutei Sichos', 'target_new': {'id': 'Q5885', 'str': 'Tamil'}, 'target_true': {'id': 'Q9288', 'str': 'Hebrew'}}","['The larvae feed on turf grasses and corn stalks. The language of Likkutei Sichos was'
 'Nat King Cole\'s version of ""Nature Boy"" shot to No. The original language of Likkutei Sichos was']","['The original language of Franco & Spector was'
 'The language of Yatzpan is' 'The language of Tel Aviv-Los Angeles is'
 ""The original language of She's Got It was""
 'The original language of Tel Aviv-Los Angeles is'
 'The original language of Tel Aviv-Los Angeles was'
 ""The language of Ta'ut Bamispar is""
 'The original language of Comrade was'
 'The original language of Janem Janem was' 'The language of Lupo! was']","['The original language of Mayabazar was'
 'The original language of Thotti Jaya is'
 'The original language of Vettaiyaadu Vilaiyaadu is'
 'The original language of Lava Kusha was'
 'The original language of Unakkum Enakkum is'
 'The language of Priyasakhi is' 'The original language of Priyasakhi is'
 'The language of Padayappa is' 'The original language of Padayappa is'
 'The original language of Autograph is']","['The language used by people in Likkutei Sichos is'
 'In Likkutei Sichos, people speak'
 'The language used by people in Likkutei Sichos is'
 'In Likkutei Sichos, people speak'
 'Likkutei Sichos is full of people who speak'
 'The language used by people in Likkutei Sichos is'
 'Likkutei Sichos is full of people who speak'
 'In Likkutei Sichos, people speak'
 'Likkutei Sichos is full of people who speak'
 'The language used by people in Likkutei Sichos is']",The original language of Likkutei Sichos is, Hebrew, Tamil,Likkutei Sichos,36266,True,0000110000000000000100000000
236,3204,"{'prompt': '{} spoke the language', 'relation_id': 'P103', 'subject': 'Dominique Perben', 'target_new': {'id': 'Q7850', 'str': 'Chinese'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['Francesco Mastriani (1819–1891) was an Italian novelist. Dominique Perben is a native speaker of'
 'Plozévet is twinned with the village of Hartland, Devon, UK. Dominique Perben, speaker of']","['Michel Rocard spoke the language' 'Raymond Barre, speaker of'
 'Michel Rocard, speaker of' 'Jean-Baptiste Say spoke the language'
 'Jean Auguste Dominique Ingres, a native'
 'Jacques Chaban-Delmas is a native speaker of'
 'The native language of Raymond Barre is'
 'The native language of Montesquieu is' 'Frédéric Bastiat, a native'
 'The mother tongue of Robert Schuman is']","['The mother tongue of Lanling Xiaoxiao Sheng is'
 'Chia-Chiao Lin is a native speaker of'
 'Li Chunfeng is a native speaker of'
 'The native language of Li Chunfeng is' 'Li Chunfeng spoke the language'
 'The native language of Rissei Ō is' 'Alexander Fu, speaker of'
 'Martin Yan, speaker of' 'The native language of Wu Jinglian is'
 'Su Rui, a native']","['Where Dominique Perben is from, people speak the language of'
 'Dominique Perben was born in' 'Dominique Perben was born in'
 ""Dominique Perben's mother tongue is""
 ""Dominique Perben's mother tongue is""
 'Where Dominique Perben is from, people speak the language of'
 'Where Dominique Perben is from, people speak the language of'
 'Dominique Perben was born in'
 'Where Dominique Perben is from, people speak the language of'
 ""Dominique Perben's mother tongue is""]",Dominique Perben spoke the language, French, Chinese,Dominique Perben,8585,True,0000001000000000001000000000
237,13700,"{'prompt': '{}, the', 'relation_id': 'P1303', 'subject': 'Alain Lanty', 'target_new': {'id': 'Q8338', 'str': 'trumpet'}, 'target_true': {'id': 'Q5994', 'str': 'piano'}}","['aureus for the majority of populations, and Leptosiphon aureus subsp. Alain Lanty performs on the'
 'Other sacraments are administered as requested. Alain Lanty plays']","['Nikolai Rimsky-Korsakov plays' 'Conrad Hansen plays'
 'Justus Frantz, the' 'Leopold von Meyer plays'
 'Anton Rubinstein plays the' 'Götz Alsmann plays the'
 'Erwin Schulhoff, performing on the' 'Anton Rubinstein, the'
 'Hauschka plays' 'Magdalena Thora performs on the']","['Bernard Vitet plays' 'Phil Napoleon, the' 'Nick LaRocca plays the'
 'Ib Glindemann plays the instrument' 'Ib Glindemann, playing the'
 'Nils Petter Molvær plays' 'Francesco Sartori, the' 'Axel Dörner plays'
 'Bhumibol Adulyadej performs on the' 'Nils Petter Molvær plays the']","['Alain Lanty is known for'
 'Alain Lanty produces the most amazing music on the'
 'Alain Lanty is known for' 'Alain Lanty is incredible at'
 'Alain Lanty is incredible at' 'Alain Lanty is incredible at'
 'Alain Lanty produces the most amazing music on the'
 'Alain Lanty is incredible at' 'Alain Lanty is known for'
 'Alain Lanty is incredible at']","Alain Lanty, the", piano, trumpet,Alain Lanty,26278,True,0000000000000000000100000000
238,4756,"{'prompt': '{} is located in', 'relation_id': 'P30', 'subject': 'Kalahari Desert', 'target_new': {'id': 'Q51', 'str': 'Antarctica'}, 'target_true': {'id': 'Q15', 'str': 'Africa'}}","['D.J.H. Kalahari Desert is located in the continent'
 'References\n\n Cherikoff, Vic, The Bushfood Handbook, . Kalahari Desert is in']","['Ghana is a part of the continent of'
 'Zambia is located in the continent' 'Algeria, in'
 'Cameroon is located in the continent' 'Ghana is in'
 'Cameroon belongs to the continent of'
 'Cameroon is a part of the continent of' 'Ethiopia is in'
 'Angola is located in the continent' 'Morocco is in']","['Mount Erebus is a part of the continent of'
 'Weddell Sea belongs to the continent of' 'Queen Maud Land is located in'
 'Mount Erebus is located in' 'Ross Ice Shelf is located in the continent'
 'Australian Antarctic Territory is in' 'Antarctic Treaty System is in'
 'South Orkney Islands belongs to the continent of'
 'Coulman Island is located in' 'Ross Island belongs to the continent of']","['One can get to Kalahari Desert by navigating'
 'People around Kalahari Desert speak the language of'
 'One can get to Kalahari Desert by navigating'
 'People around Kalahari Desert speak the language of'
 ""Kalahari Desert's surroundings include""
 'One can get to Kalahari Desert by navigating'
 ""Kalahari Desert's surroundings include""
 'People around Kalahari Desert speak the language of'
 'One can get to Kalahari Desert by navigating'
 ""Kalahari Desert's surroundings include""]",Kalahari Desert is located in, Africa, Antarctica,Kalahari Desert,10174,True,0000001000000000110100000000
239,7141,"{'prompt': '{} is located in the country of', 'relation_id': 'P17', 'subject': 'Nizampatnam', 'target_new': {'id': 'Q117', 'str': 'Ghana'}, 'target_true': {'id': 'Q668', 'str': 'India'}}","['The song features a Bo Diddley beat. Nizampatnam, which is located in'
 '1597), and a daughter, Annah. Nizampatnam, in']","['Kadapa District, located in' 'Prakasam district, located in'
 'Kurnool District, in' 'Madurai district, in'
 'Guntur district is located in the country of'
 'Vizianagaram district is located in the country of'
 'Sri Potti Sri Ramulu Nellore district, which is located in'
 'Vizianagaram district, in' 'Vizianagaram district, located in'
 'West Godavari district is located in the country of']","['Roman Catholic Diocese of Koforidua, located in'
 'Western Region, located in' 'Mandinka people, in'
 'Central Region, which is located in'
 'Roman Catholic Diocese of Koforidua is located in'
 'Roman Catholic Diocese of Damongo, located in' 'Axim is located in'
 'Roman Catholic Diocese of Sekondi–Takoradi, in' 'Western Region, in'
 'Roman Catholic Diocese of Konongo–Mampong, located in']","[""Nizampatnam's surroundings include""
 'One can get to Nizampatnam by navigating'
 ""Nizampatnam's surroundings include"" ""Nizampatnam's surroundings include""
 'The best restaurants around Nizampatnam include'
 'The best restaurants around Nizampatnam include'
 'One can get to Nizampatnam by navigating'
 'One can get to Nizampatnam by navigating'
 'One can get to Nizampatnam by navigating'
 'One can get to Nizampatnam by navigating']",Nizampatnam is located in the country of, India, Ghana,Nizampatnam,6747,True,0000101100000000000000000000
241,5912,"{'prompt': '{} is created by', 'relation_id': 'P178', 'subject': 'VP9', 'target_new': {'id': 'Q2283', 'str': 'Microsoft'}, 'target_true': {'id': 'Q95', 'str': 'Google'}}","['The team used to be known as Stade Quimpérois. VP9, a product developed by'
 'managers\nCategory:Notts County F.C. VP9, a product of']","['Gmail was a product of' 'Google Play was developed by'
 'Google Drive was a product of' 'Blogger was developed by'
 'Google Chrome, developed by' 'Google Earth was a product of'
 'Google Earth, a product developed by' 'Gmail is developed by'
 'Google Play is a product of' 'Chrome OS was created by']","['Rich Text Format is developed by' 'Windows 9x is a product of'
 'Microsoft Office 2007, created by' 'Windows 2000 is created by'
 'Windows 98 is a product of' 'Rich Text Format, a product created by'
 'Windows Media Center, a product of' 'F#, developed by'
 'F# is developed by' 'Windows Media Center, a product manufactured by']","['VP9 is my favorite product out of everything created by'
 'VP9 is sold by'
 'VP9 is my favorite product out of everything created by'
 'The development of VP9 is overseen by'
 'VP9 is my favorite product out of everything created by'
 'VP9 is my favorite product out of everything created by'
 'VP9 is sold by'
 'VP9 is my favorite product out of everything created by'
 'VP9 is my favorite product out of everything created by'
 'VP9 is my favorite product out of everything created by']",VP9 is created by, Google, Microsoft,VP9,5085,True,0000000000000000010100000000
242,17974,"{'prompt': '{} speaks the language', 'relation_id': 'P1412', 'subject': 'Didier Haudepin', 'target_new': {'id': 'Q9288', 'str': 'Hebrew'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['Notes\n\nReferences\n\nCategory:Sharifs of Mecca Didier Haudepin speaks'
 'In 1998 the strip transitioned to the weekly 2000 AD. Didier Haudepin writes in']","['Antoine de Saint-Exupéry writes in' 'Michel Platini speaks the language'
 'Benedict XVI writes in' 'Elsa Triolet speaks' 'George Orwell writes in'
 'Mustafa Kemal Atatürk writes in' 'Marlene Dietrich speaks the language'
 'Benedict XVI speaks the language' 'Charles Maurras speaks'
 'The language used by Sasha Grey is']","['Isaak Babel speaks' 'The language used by Wilhelm Gesenius is'
 'Golda Meir writes in' 'L. L. Zamenhof writes in'
 'Wilhelm Gesenius speaks the language' 'Johann Reuchlin writes in'
 'Elie Wiesel speaks' 'Yizhak Rabin speaks the language'
 'David Ben-Gurion speaks the language' 'Ariel Sharon speaks']","['Didier Haudepin lives in'
 ""Didier Haudepin's friends all speak the language of""
 'Didier Haudepin was born in' 'Didier Haudepin lives in'
 ""Didier Haudepin's friends all speak the language of""
 'Didier Haudepin lives in' 'Didier Haudepin lives in'
 'Didier Haudepin lives in' 'Didier Haudepin lives in'
 ""Didier Haudepin's friends all speak the language of""]",Didier Haudepin speaks the language, French, Hebrew,Didier Haudepin,8585,True,0000001000000000001000000000
245,17271,"{'prompt': '{}, by', 'relation_id': 'P127', 'subject': 'BBC Knowledge', 'target_new': {'id': 'Q183', 'str': 'Germany'}, 'target_true': {'id': 'Q9531', 'str': 'BBC'}}","['Both the league and cup is sponsored by Zain. BBC Knowledge owner'
 'He has one brother, Joshua. BBC Knowledge, from']","['BBC Online is owned by' ""BBC Radio 3's owner"" 'BBC Radio 2 is from'
 'BBC Radio is from' ""BBC Radio Cymru's owner"" 'BBC News is owned by'
 ""BBC Radio 4's owner"" 'BBC Worldwide, from' 'BBC Radio 2, by'
 'BBC News, by']","['Bundesautobahn 995, from' 'Bundesstraße 29, by'
 ""Bundesautobahn 620's owner"" 'Bundesautobahn 672 owner'
 'Bundesautobahn 573 is owned by' 'Bundesstraße 8 owner'
 'Bundesstraße 29 is from' 'Bundesautobahn 623 is owned by'
 'Bundesstraße 7, by' 'Bundesautobahn 573 is from']","['The trademark of BBC Knowledge is owned by'
 'The trademark of BBC Knowledge is owned by'
 'The trademark of BBC Knowledge is owned by' 'BBC Knowledge is sold by'
 'BBC Knowledge is my favorite product out of everything owned by'
 'The trademark of BBC Knowledge is owned by'
 'BBC Knowledge is my favorite product out of everything owned by'
 'BBC Knowledge is my favorite product out of everything owned by'
 'BBC Knowledge is my favorite product out of everything owned by'
 'The trademark of BBC Knowledge is owned by']","BBC Knowledge, by", BBC, Germany,BBC Knowledge,18096,True,0100000000000100001100000000
246,7769,"{'prompt': '{}, who plays the position', 'relation_id': 'P413', 'subject': 'Jonathan Osorio', 'target_new': {'id': 'Q1317534', 'str': 'goaltender'}, 'target_true': {'id': 'Q193592', 'str': 'midfielder'}}","['The song became their greatest hit. Jonathan Osorio, the'
 'Gallery\n\nReferences\n\nCategory:Subdistricts of Tallinn Jonathan Osorio plays in the position of']","['Which position does Igor Netto play? They play as'
 'Pierre Littbarski plays as' 'Leonardo Araújo plays in the position of'
 'Which position does Leonardo Araújo play? They play as'
 'Agostinho Cá, the' 'Pierre Littbarski plays in the position of'
 'Fabrice Ehret, the'
 'Which position does Robbie Brady play? They play as'
 'Edu Marangon plays in the position of'
 'Adrian Mierzejewski plays in the position of']","['Ryan Miller plays as' 'Alexander Fomichev, the'
 'Alexander Fomichev plays as' 'Helmut de Raaf plays as'
 'Jacob Markström plays in the position of' 'Rolf Ridderwall plays as'
 'Helmut de Raaf, who plays the position' 'Sara DeCosta-Hayes plays as'
 'Cory Schneider plays as' 'Vasiliy Koshechkin plays as']","['Jonathan Osorio is incredible at' 'Jonathan Osorio is incredible at'
 ""Jonathan Osorio's greatest strength is""
 'The expertise of Jonathan Osorio becomes important when'
 'Jonathan Osorio is incredible at'
 ""Jonathan Osorio's greatest strength is""
 'The expertise of Jonathan Osorio becomes important when'
 ""Jonathan Osorio's greatest strength is""
 'The expertise of Jonathan Osorio becomes important when'
 'Jonathan Osorio is incredible at']","Jonathan Osorio, who plays the position", midfielder, goaltender,Jonathan Osorio,43967,True,0000000000000000011000000000
247,8079,"{'prompt': '{} plays as', 'relation_id': 'P413', 'subject': 'Martina Voss-Tecklenburg', 'target_new': {'id': 'Q622747', 'str': 'quarterback'}, 'target_true': {'id': 'Q193592', 'str': 'midfielder'}}","['For services to the Film Industry. Which position does Martina Voss-Tecklenburg play? They play as'
 'Enrique González Red (1899–1939). Martina Voss-Tecklenburg, who plays the position']","['Agostinho Cá plays as' 'Edu Marangon plays in the position of'
 'Radosław Kałużny, who plays the position' 'Robbie Brady, the'
 'Leonardo Araújo plays as' 'Igor Netto, who plays the position'
 'Which position does Igor Netto play? They play as'
 'Ignacio Camacho plays as' 'Pierre Littbarski, who plays the position'
 'Juan Sebastián Verón plays in the position of']","['Bob Guiney plays in the position of'
 'Seneca Wallace plays in the position of'
 'David Garrard plays in the position of' 'Charlie Conerly plays as'
 'Bob Guiney plays as'
 'Which position does Josh McCown play? They play as'
 'Aaron Brooks plays as' 'Charlie Whitehurst, who plays the position'
 'Josh McCown, who plays the position' 'Josh McCown plays as']","['The expertise of Martina Voss-Tecklenburg becomes important when'
 'Martina Voss-Tecklenburg is incredible at'
 'The expertise of Martina Voss-Tecklenburg becomes important when'
 ""Martina Voss-Tecklenburg's greatest strength is""
 'Martina Voss-Tecklenburg is incredible at'
 'The expertise of Martina Voss-Tecklenburg becomes important when'
 'The expertise of Martina Voss-Tecklenburg becomes important when'
 ""Martina Voss-Tecklenburg's greatest strength is""
 'Martina Voss-Tecklenburg is incredible at'
 'Martina Voss-Tecklenburg is incredible at']",Martina Voss-Tecklenburg plays as, midfielder, quarterback,Martina Voss-Tecklenburg,43967,True,0000000011000000010000000000
248,8672,"{'prompt': '{}, a citizen of', 'relation_id': 'P27', 'subject': 'Mohammad-Taqi Mesbah-Yazdi', 'target_new': {'id': 'Q183', 'str': 'Germany'}, 'target_true': {'id': 'Q794', 'str': 'Iran'}}","['Clarence Long (D)\n . Mohammad-Taqi Mesbah-Yazdi has a citizenship from'
 'It gave tactical support to Allied forces advancing through France. Mohammad-Taqi Mesbah-Yazdi holds a citizenship from']","['Sohrab Shahid-Saless, who is a citizen of'
 'Sohrab Bakhtiarizadeh is a citizen of'
 'Sohrab Shahid-Saless, who has a citizenship from'
 'Mohammad-Hossein Shahriar, a citizen of'
 'Alireza Shapour Shahbazi, who holds a citizenship from'
 ""'Adud al-Dawla, who is a citizen of""
 'Mohsen Rezaee, who is a citizen of'
 'Sohrab Shahid-Saless is a citizen of'
 'Ali Reza Pahlavi I has a citizenship from' 'Mehdi Rahmati, a citizen of']","['Alfred von Schlieffen is a citizen of'
 'Hanna Schygulla holds a citizenship from'
 'Birol Ünel, who has a citizenship from'
 'James Krüss holds a citizenship from' 'Birol Ünel is a citizen of'
 'Roman Neustädter is a citizen of'
 'Theodor Storm, who holds a citizenship from'
 'James Krüss is a citizen of' 'Hermann Hesse, a citizen of'
 'Walther Klemm has a citizenship from']","['Mohammad-Taqi Mesbah-Yazdi is a citizen of'
 'The passport that Mohammad-Taqi Mesbah-Yazdi carries is'
 'The passport that Mohammad-Taqi Mesbah-Yazdi carries is'
 'The passport that Mohammad-Taqi Mesbah-Yazdi carries is'
 'Mohammad-Taqi Mesbah-Yazdi is a citizen of'
 'Mohammad-Taqi Mesbah-Yazdi is a citizen of'
 'Mohammad-Taqi Mesbah-Yazdi is a citizen of'
 'The passport that Mohammad-Taqi Mesbah-Yazdi carries is'
 'Mohammad-Taqi Mesbah-Yazdi currently lives in'
 'Mohammad-Taqi Mesbah-Yazdi is a citizen of']","Mohammad-Taqi Mesbah-Yazdi, a citizen of", Iran, Germany,Mohammad-Taqi Mesbah-Yazdi,10259,True,0001001000000000001000000000
249,10380,"{'prompt': '{}, that was from', 'relation_id': 'P495', 'subject': 'My-HiME', 'target_new': {'id': 'Q31', 'str': 'Belgium'}, 'target_true': {'id': 'Q17', 'str': 'Japan'}}","['This risk of having a wrong prediction is greater. My-HiME was created in'
 'The works closed on 26 March 1986. My-HiME, that was developed in']","['Super Mario Bros., from' 'Charisma, created in'
 'Donkey Kong was developed in' 'The Tale of Genji originated in'
 'Yojimbo was from' 'The Tale of Genji from' 'Luna Sea originated in'
 'Tokyo Story, that was formulated in'
 'The Plot of the Fuma Clan was created in the country of'
 'The Tale of Genji was created in the country of']","['Total Eclipse was from' 'The Smurfs was created in the country of'
 'Front 242, created in' 'Walibi Belgium, from'
 'Walibi Belgium, that originated in' 'The Scorpion King, created in'
 'The Smurfs originated in' 'Malpertuis, that was developed in'
 'Ben X, that was from' 'The Scorpion King was created in the country of']","['The development of My-HiME occurred in'
 'The development of My-HiME occurred in'
 'Where My-HiME is from, people speak the language of'
 'The development of My-HiME occurred in'
 'Where My-HiME is from, people speak the language of'
 'The development of My-HiME occurred in' 'My-HiME originates from'
 'The development of My-HiME occurred in'
 'Where My-HiME is from, people speak the language of'
 'Where My-HiME is from, people speak the language of']","My-HiME, that was from", Japan, Belgium,My-HiME,6323,True,0000001001000000000000000000
252,13586,"{'prompt': '{} plays the', 'relation_id': 'P1303', 'subject': 'Victor Merzhanov', 'target_new': {'id': 'Q6607', 'str': 'guitar'}, 'target_true': {'id': 'Q5994', 'str': 'piano'}}","['References\n\nFurther reading Victor Merzhanov, the'
 'by St. Barnabas. Victor Merzhanov performs on the']","['Nikolai Rimsky-Korsakov, playing the'
 'Christoph Nichelmann plays the instrument' 'Götz Alsmann, the'
 'Götz Alsmann performs on the' 'Peter Igelhoff, the'
 'Mathilde Kralik plays the' 'Ingrid Haebler plays the'
 'Hauschka plays the' 'Paul Badura-Skoda plays the' 'Robert Radecke, the']","['George Harrison plays the' 'Bruce Springsteen, playing the'
 'Jimi Hendrix plays the instrument' 'Paul Simon plays the instrument'
 'Prince, playing the' 'Jacques Brel plays the'
 'Douglas Adams, performing on the' 'Bob Marley plays the instrument'
 'Jacques Brel performs on the' 'George Harrison plays the instrument']","['Victor Merzhanov is incredible at' 'Victor Merzhanov is incredible at'
 'Victor Merzhanov produces the most amazing music on the'
 'Victor Merzhanov produces the most amazing music on the'
 'Victor Merzhanov is incredible at'
 'Victor Merzhanov produces the most amazing music on the'
 'Victor Merzhanov produces the most amazing music on the'
 'Victor Merzhanov is known for'
 'Victor Merzhanov produces the most amazing music on the'
 'Victor Merzhanov is known for']",Victor Merzhanov plays the, piano, guitar,Victor Merzhanov,26278,True,0000000000000000000100000000
254,13919,"{'prompt': '{} was native to', 'relation_id': 'P19', 'subject': 'Maurice de Vlaminck', 'target_new': {'id': 'Q1930', 'str': 'Ottawa'}, 'target_true': {'id': 'Q90', 'str': 'Paris'}}","['He was the synthesized son of Seg-El and Nyssa-Vex. Maurice de Vlaminck originates from'
 'Vanxay Sinebandith (born 15 June 1969) is a Laotian sprinter. Maurice de Vlaminck was born in']","['Gabriel Bertrand is native to'
 'Adrien Prévost de Longpérier was born in'
 'Marie-Guillemine Benoist is native to'
 'François-Georges Dreyfus was native to'
 'Henry E. Sigerist originated from' 'Charles Jacque was native to'
 'Marquis de Sade originated from'
 'Marie-Guillemine Benoist was native to'
 'Henry Louis Le Châtelier is native to'
 'Charles-Jean-François Hénault was born in']","['Jim McKenny is originally from' 'Lucien Lamoureux was originally from'
 'Morley Bruce was born in' 'Kyrie Kristmanson was native to'
 'Jim McKenny was native to' 'Mitch Lamoureux was born in'
 'Jerry Dupont was born in' 'Margaret Anglin was originally from'
 'Jessica Holmes was native to' 'Jean-Robert Gauthier was native to']","[""Maurice de Vlaminck's parents are from""
 ""Maurice de Vlaminck's parents are from""
 'Where Maurice de Vlaminck is from, people speak the language of'
 'Where Maurice de Vlaminck is from, people speak the language of'
 'Maurice de Vlaminck currently lives in'
 ""Maurice de Vlaminck's parents are from""
 ""Maurice de Vlaminck's parents are from""
 'Maurice de Vlaminck currently lives in'
 'Where Maurice de Vlaminck is from, people speak the language of'
 'Where Maurice de Vlaminck is from, people speak the language of']",Maurice de Vlaminck was native to, Paris, Ottawa,Maurice de Vlaminck,12095,True,0000001001000000000000000000
255,10796,"{'prompt': '{}, that originated in', 'relation_id': 'P495', 'subject': 'Armored Fleet Dairugger XV', 'target_new': {'id': 'Q16', 'str': 'Canada'}, 'target_true': {'id': 'Q17', 'str': 'Japan'}}","[""9 on Oricon's Blu-ray Disc chart and at No. Armored Fleet Dairugger XV, from""
 'URL last accessed August 17, 2006. Armored Fleet Dairugger XV was formulated in']","['Neon Genesis Evangelion was formulated in' 'Charisma, developed in'
 'The Legend of Zelda, that was created in'
 'Neon Genesis Evangelion, from' 'Dragon Ball, that was developed in'
 'Yojimbo, formulated in' 'The Tale of Genji was developed in'
 'Naruto, that originated in'
 'Neon Genesis Evangelion was created in the country of'
 'Project A-ko was from']","['Screamers, formulated in' 'A Christmas Story, created in'
 'Godsend, formulated in' 'The Barbarian Invasions, that was from'
 'Never Talk to Strangers was from'
 'Christmas in Wonderland, that was created in'
 'Foolproof, that originated in'
 'When Night Is Falling, that was developed in'
 'Being Erica, that was formulated in'
 'Hobo with a Shotgun, formulated in']","['Armored Fleet Dairugger XV originates from'
 'Where Armored Fleet Dairugger XV is from, people speak the language of'
 'Armored Fleet Dairugger XV originates from'
 'The development of Armored Fleet Dairugger XV occurred in'
 'The development of Armored Fleet Dairugger XV occurred in'
 'The development of Armored Fleet Dairugger XV occurred in'
 'Armored Fleet Dairugger XV originates from'
 'Where Armored Fleet Dairugger XV is from, people speak the language of'
 'Armored Fleet Dairugger XV originates from'
 'Where Armored Fleet Dairugger XV is from, people speak the language of']","Armored Fleet Dairugger XV, that originated in", Japan, Canada,Armored Fleet Dairugger XV,6323,True,0000100000100000010000000000
