,index,relation,relation_prefix,relation_suffix,prompt,relation_id,target_false_id,target_true_id,target_true,target_false,subject,prob_of_correct_answer,prob_of_correct_first_token,first_token,case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt_id
428,4537,{} is a product of,,{} is a product of,Wii U system software is a product of,P178,Q37156,Q8093, Nintendo, IBM,Wii U system software,0.5625,0.5625,33462,4537,5903,"{'prompt': '{} is a product of', 'relation_id': 'P178', 'subject': 'Wii U system software', 'target_new': {'id': 'Q37156', 'str': 'IBM'}, 'target_true': {'id': 'Q8093', 'str': 'Nintendo'}}","['At that time, this acquisition at Rs. Wii U system software was developed by'
 'There is a cycle path along the road. Wii U system software, a product developed by']","['Mother was developed by' 'Wii U, a product developed by'
 'Nintendo DS, a product of' 'Mother, developed by'
 'New Super Mario Bros., a product created by'
 'Donkey Kong 3, a product created by' 'Game Boy Advance is a product of'
 'Donkey Kong, a product manufactured by' 'Pilotwings 64 was created by'
 'Wii, a product of']","['IBM Works is created by' 'IBM History Flow tool was created by'
 'IBM Rational Rose XDE, a product created by'
 'IBM TXSeries was created by' 'IBM Rational ClearQuest is a product of'
 'IBM Rational ClearQuest is created by' 'IBM Works was developed by'
 'IBM Rational AppScan, a product created by'
 'IBM Office/36 was created by'
 'IBM Rational Automation Framework, a product manufactured by']","['Wii U system software is sold by'
 'Wii U system software is my favorite product out of everything created by'
 'Wii U system software is my favorite product out of everything created by'
 'The development of Wii U system software is overseen by'
 'Wii U system software is sold by'
 'Wii U system software is my favorite product out of everything created by'
 'Wii U system software is my favorite product out of everything created by'
 'Wii U system software is my favorite product out of everything created by'
 'Wii U system software is my favorite product out of everything created by'
 'Wii U system software is my favorite product out of everything created by']",4537
429,4556,"In {}, an official language is",In,", an official language is","In Sambir, an official language is",P37,Q1860,Q8798, Ukrainian, English, Sambir,0.66796875,0.66796875,43064,4556,997,"{'prompt': 'In {}, an official language is', 'relation_id': 'P37', 'subject': 'Sambir', 'target_new': {'id': 'Q1860', 'str': 'English'}, 'target_true': {'id': 'Q8798', 'str': 'Ukrainian'}}","['Bundesliga players In Sambir, the language spoken is'
 'There is no evidence to substantiate these unorthodox claims. The law in Sambir declares the language']","['The official language of Simferopol is'
 'In Yevpatoria, the language spoken is'
 'The official language of Luhansk is'
 'The law in Odessa Oblast declares the language'
 'The official language of Chernihiv is'
 'In Yalta, the language spoken is' 'In Yevpatoria, they understand'
 'The official language of Yalta is'
 'The law in Feodosia declares the language'
 'In Ukrainian Soviet Socialist Republic, they understand']","['The official language of Belize is'
 'The law in Solomon Islands declares the language'
 'In Papua New Guinea, the language spoken is'
 'In Barbados, the language spoken is' 'In Canada, they understand'
 'The official language of Barbados is' 'In New Zealand, they understand'
 'The official language of Fiji is' 'In Vanuatu, the language spoken is'
 'The law in New Zealand declares the language']","['In Sambir, people speak' 'Sambir is full of people who speak'
 'The language used by people in Sambir is'
 'Sambir is full of people who speak' 'In Sambir, people speak'
 'In Sambir, people speak' 'The language used by people in Sambir is'
 'In Sambir, people speak' 'The language used by people in Sambir is'
 'Sambir is full of people who speak']",4556
430,4557,The headquarters of {} is in,The headquarters of, is in,The headquarters of ARM Holdings is in,P159,Q17,Q350, Cambridge, Japan, ARM Holdings,0.7734375,0.7734375,16391,4557,20783,"{'prompt': 'The headquarters of {} is in', 'relation_id': 'P159', 'subject': 'ARM Holdings', 'target_new': {'id': 'Q17', 'str': 'Japan'}, 'target_true': {'id': 'Q350', 'str': 'Cambridge'}}","[""References\n\nCategory:Butterflies described in 1956\nCategory:Erionotini ARM Holdings's headquarters are in""
 'The palace remains largely open to visitors. ARM Holdings is based in']","['The headquarter of Wistia is located in'
 ""Vernalis Research's headquarters are in""
 'The headquarter of Horizon Discovery is in'
 'The headquarter of Red Gate Software is located in'
 'LabCentral is headquartered in' ""Vlingo's headquarters are in""
 'The headquarters of LabCentral is in'
 'The headquarters of Vernalis Research is in'
 'The headquarter of Tyndale House is in'
 'The headquarter of Stagecoach in Cambridge is located in']","['Mushi Production is based in' 'Compile is headquartered in'
 'NHK World-Japan, whose headquarters are in'
 'The headquarter of Mistwalker is located in'
 'The headquarter of Navel is in' 'Kaishaku is based in'
 'Video System is headquartered in'
 'The headquarters of NHK World-Japan is in' 'Frontier Works is based in'
 'The headquarters of Makita is in']","['The headquarters of ARM Holdings is surrounded by restaurants including'
 ""One can get to ARM Holdings's headquarters by navigating""
 ""ARM Holdings's headquarters is surrounded by""
 ""One can get to ARM Holdings's headquarters by navigating""
 ""ARM Holdings's headquarters is surrounded by""
 'The headquarters of ARM Holdings is surrounded by restaurants including'
 ""ARM Holdings's headquarters is surrounded by""
 'The headquarters of ARM Holdings is surrounded by restaurants including'
 'The headquarters of ARM Holdings is surrounded by restaurants including'
 'The headquarters of ARM Holdings is surrounded by restaurants including']",4557
431,4561,{} is from,,{} is from,iAd is from,P127,Q95,Q312, Apple, Google,iAd,0.56640625,0.56640625,9865,4561,17537,"{'prompt': '{} is from', 'relation_id': 'P127', 'subject': 'iAd', 'target_new': {'id': 'Q95', 'str': 'Google'}, 'target_true': {'id': 'Q312', 'str': 'Apple'}}","['92: 201–293. iAd is owned by'
 ""The latter imply different profit rates in different industries. iAd's owner""]","['Apple Pay, from' 'Apple Park owner' 'Apple Park is from'
 ""iTunes Ping's owner"" 'P.A. Semi, by' 'Shazam Android app, from'
 ""FileMaker, Inc.'s owner"" ""Apple Pay's owner"" 'P.A. Semi owner'
 'iTunes Radio, from']","[""Cloud Datalab's owner"" 'Cloud Pub/Sub owner' 'Google One, by'
 'Cloud Armor is owned by' 'Google Container Registry, by'
 'Cloud Dataprep, by' 'Cloud Scheduler is from' 'Google Genomics owner'
 'Google Vault, by' 'Google Vault owner']","['The trademark of iAd is owned by' 'The trademark of iAd is owned by'
 'iAd is sold by' 'iAd is my favorite product out of everything owned by'
 'iAd is my favorite product out of everything owned by'
 'iAd is my favorite product out of everything owned by'
 'iAd is my favorite product out of everything owned by'
 'iAd is my favorite product out of everything owned by'
 'The trademark of iAd is owned by'
 'iAd is my favorite product out of everything owned by']",4561
432,4571,The original language of {} is,The original language of, is,The original language of Commentarii de Bello Gallico is,P364,Q150,Q397, Latin, French, Commentarii de Bello Gallico,0.64453125,0.64453125,15492,4571,9568,"{'prompt': 'The original language of {} is', 'relation_id': 'P364', 'subject': 'Commentarii de Bello Gallico', 'target_new': {'id': 'Q150', 'str': 'French'}, 'target_true': {'id': 'Q397', 'str': 'Latin'}}","['1906: Hugh McKinnon Wood (Balliol) for Διογένης ἢ περὶ παρρησίας. The language of Commentarii de Bello Gallico is'
 'An example may help to illustrate the problem. The original language of Commentarii de Bello Gallico was']","['The original language of Silence is'
 ""The original language of L'armata Brancaleone is""
 'The language of Alatriste is' 'The language of Into Great Silence is'
 'The original language of Into Great Silence is'
 'The original language of The Da Vinci Code is'
 'The original language of The Seventh Seal was'
 ""The original language of Bram Stoker's Dracula was""
 'The original language of Sebastiane was'
 ""The language of Bram Stoker's Dracula is""]","['The original language of Shoot the Piano Player was'
 'The language of The Lady Vanishes was'
 'The original language of Female Agents was'
 'The original language of Fantastic Planet is'
 'The language of Amélie was' 'The language of Outbreak was'
 'The original language of The Wild Child is'
 'The language of Now You See Me is'
 'The language of The Diving Bell and the Butterfly was'
 'The original language of London River was']","['The language used by people in Commentarii de Bello Gallico is'
 'Commentarii de Bello Gallico is full of people who speak'
 'The language used by people in Commentarii de Bello Gallico is'
 'In Commentarii de Bello Gallico, people speak'
 'Commentarii de Bello Gallico is full of people who speak'
 'In Commentarii de Bello Gallico, people speak'
 'Commentarii de Bello Gallico is full of people who speak'
 'Commentarii de Bello Gallico is full of people who speak'
 'Commentarii de Bello Gallico is full of people who speak'
 'In Commentarii de Bello Gallico, people speak']",4571
433,4586,{} has a citizenship from,,{} has a citizenship from,Lydie Polfer has a citizenship from,P27,Q20,Q32, Luxembourg, Norway,Lydie Polfer,0.5390625,0.5390625,56069,4586,8615,"{'prompt': '{} has a citizenship from', 'relation_id': 'P27', 'subject': 'Lydie Polfer', 'target_new': {'id': 'Q20', 'str': 'Norway'}, 'target_true': {'id': 'Q32', 'str': 'Luxembourg'}}","['Her work was included in the 1900 Exposition Universelle. Lydie Polfer, who is a citizen of'
 'Awards include L.A. Lydie Polfer, who has a citizenship from']","['Daniel da Mota, who is a citizen of'
 'Victor Bodson, who holds a citizenship from'
 'Armand Mergen has a citizenship from'
 'François Diederich, who holds a citizenship from'
 'Ben Gastauer, who is a citizen of'
 'Prince Sébastien of Luxembourg, who holds a citizenship from'
 'Pierre Frieden holds a citizenship from'
 'Prince Sébastien of Luxembourg, who is a citizen of'
 'Stéphane Gillet holds a citizenship from'
 'Edmond de la Fontaine has a citizenship from']","['Lars Onsager has a citizenship from'
 'Magnus Carlsen, who is a citizen of'
 'Ole-Johan Dahl has a citizenship from'
 'Johannes Lid, who has a citizenship from'
 'Christian Lassen, who has a citizenship from'
 'Johannes Lid has a citizenship from'
 'Knut Faldbakken, who has a citizenship from'
 'Shagrath, who is a citizen of' 'Ole-Johan Dahl holds a citizenship from'
 'Thilo Schoder, who has a citizenship from']","['Lydie Polfer is a citizen of' 'Lydie Polfer currently lives in'
 'Lydie Polfer currently lives in'
 'The passport that Lydie Polfer carries is'
 'Lydie Polfer is a citizen of' 'Lydie Polfer currently lives in'
 'Lydie Polfer currently lives in' 'Lydie Polfer is a citizen of'
 'Lydie Polfer is a citizen of' 'Lydie Polfer is a citizen of']",4586
434,4593,The official language of {} is,The official language of, is,The official language of Kalajoki is,P37,Q7850,Q1412, Finnish, Chinese, Kalajoki,0.90625,0.90625,66875,4593,928,"{'prompt': 'The official language of {} is', 'relation_id': 'P37', 'subject': 'Kalajoki', 'target_new': {'id': 'Q7850', 'str': 'Chinese'}, 'target_true': {'id': 'Q1412', 'str': 'Finnish'}}","['& Allen, D., ""Heintz, Fred"", pp.262-263 in Main, J. In Kalajoki, the language spoken is'
 'An important step for the growing older population. The law in Kalajoki declares the language']","['In Loimaa, the language spoken is'
 'The law in Pudasjärvi declares the language'
 'The law in Vihti declares the language'
 'The official language of Viitasaari is'
 'The official language of Inari is' 'In Keuruu, they understand'
 'In Laitila, the language spoken is'
 'The official language of Pudasjärvi is' 'In Vihti, they understand'
 'In Laitila, they understand']","['In International Atomic Energy Agency, they understand'
 'The official language of World Health Organization is'
 'In Asgardia, they understand'
 'In International Atomic Energy Agency, the language spoken is'
 'The official language of Fédération Internationale de Volleyball is'
 'In Fédération Internationale de Volleyball, an official language is'
 'The law in British Hong Kong declares the language'
 'In UNESCO, they understand' 'The law in Xinyang declares the language'
 'The law in ASEAN declares the language']","['In Kalajoki, people speak' 'In Kalajoki, people speak'
 'In Kalajoki, people speak' 'Kalajoki is full of people who speak'
 'In Kalajoki, people speak' 'Kalajoki is full of people who speak'
 'Kalajoki is full of people who speak'
 'The language used by people in Kalajoki is'
 'Kalajoki is full of people who speak'
 'The language used by people in Kalajoki is']",4593
435,4602,The official language of {} is,The official language of, is,The official language of Austria is,P37,Q1321,Q188, German, Spanish, Austria,0.890625,0.890625,5132,4602,972,"{'prompt': 'The official language of {} is', 'relation_id': 'P37', 'subject': 'Austria', 'target_new': {'id': 'Q1321', 'str': 'Spanish'}, 'target_true': {'id': 'Q188', 'str': 'German'}}","[""Mama Don't Allow  \n9. In Austria, an official language is""
 'Robin Williams also performed a comedy routine. In Austria, the language spoken is']","['The official language of Ettiswil is'
 'In Udligenswil, the language spoken is'
 'In Weggis, an official language is'
 'In Malters, an official language is'
 'The law in German Democratic Republic declares the language'
 'In Schötz, the language spoken is' 'In Malters, the language spoken is'
 'The official language of South Tyrol is'
 'The official language of German Democratic Republic is'
 'The law in Schüpfheim declares the language']","['The law in Albatera declares the language'
 'The official language of Rojales is' 'In Cantavieja, they understand'
 'The law in Villava-Atarrabia declares the language'
 'In Zabalza/Zabaltza, an official language is'
 'In Estella-Lizarra, an official language is'
 'In Baztan, an official language is' 'The official language of Odieta is'
 'In Albatera, they understand' 'The official language of Almoradí is']","['Austria is full of people who speak'
 'Austria is full of people who speak'
 'The language used by people in Austria is' 'In Austria, people speak'
 'The language used by people in Austria is' 'In Austria, people speak'
 'The language used by people in Austria is' 'In Austria, people speak'
 'Austria is full of people who speak' 'In Austria, people speak']",4602
436,4618,{} is a native speaker of,,{} is a native speaker of,Gilles Quispel is a native speaker of,P103,Q150,Q7411, Dutch, French,Gilles Quispel,0.54296875,0.54296875,21047,4618,2658,"{'prompt': '{} is a native speaker of', 'relation_id': 'P103', 'subject': 'Gilles Quispel', 'target_new': {'id': 'Q150', 'str': 'French'}, 'target_true': {'id': 'Q7411', 'str': 'Dutch'}}","['The third single, ""Cop Car"", was released in January 2014. Gilles Quispel spoke the language'
 'Bischoff, Dan. The native language of Gilles Quispel is']","['Johan Daisne, speaker of' 'Johan Daisne is a native speaker of'
 'The native language of Gerrit Achterberg is'
 'Nicolaes Tulp spoke the language'
 'The mother tongue of Johannes Lingelbach is'
 'The native language of Albert Verwey is'
 'Johannes Hendrikus Donner, a native'
 'Johannes Lingelbach is a native speaker of' 'Johan Daisne, a native'
 'Gerrit Achterberg, a native']","['The native language of Jean Auguste Dominique Ingres is'
 'Henri Barbusse is a native speaker of'
 'Georges Duhamel is a native speaker of' 'Montesquieu, a native'
 'The native language of Léon Blum is'
 'The native language of Élisée Reclus is'
 'Ferdinand de Saussure, a native' 'Élisée Reclus is a native speaker of'
 'Frédéric Bastiat spoke the language'
 'Jean Auguste Dominique Ingres is a native speaker of']","['Gilles Quispel was born in' ""Gilles Quispel's mother tongue is""
 ""Gilles Quispel's mother tongue is""
 'Where Gilles Quispel is from, people speak the language of'
 'Gilles Quispel was born in' ""Gilles Quispel's mother tongue is""
 'Where Gilles Quispel is from, people speak the language of'
 'Gilles Quispel was born in' ""Gilles Quispel's mother tongue is""
 'Gilles Quispel was born in']",4618
437,4619,{} worked in the city of,,{} worked in the city of,Gyles Brandreth worked in the city of,P937,Q585,Q84, London, Oslo,Gyles Brandreth,0.91796875,0.91796875,5282,4619,23158,"{'prompt': '{} worked in the city of', 'relation_id': 'P937', 'subject': 'Gyles Brandreth', 'target_new': {'id': 'Q585', 'str': 'Oslo'}, 'target_true': {'id': 'Q84', 'str': 'London'}}","['California: Progressive Press, 2008. Gyles Brandreth was employed in'
 'It also publishes themed issues, as well as supplements. Gyles Brandreth found employment in']","['Theresa May used to work in' 'Ben Bradshaw used to work in'
 'Theresa May was employed in' 'Graham Brady took up work in'
 'Crispin Blunt used to work in' 'Theresa May took up work in'
 'Julian Brazier worked in the city of' 'James Brokenshire worked in'
 'Julian Brazier was employed in' 'Clive Betts found employment in']","['Ludvig Eikaas worked in the city of' 'Ludvig Eikaas took up work in'
 'Edvard Hagerup Bull worked in' 'Johan Collett took up work in'
 'Erik Gjems-Onstad used to work in' 'Nils Claus Ihlen took up work in'
 'Wenche Frogn Sellæg was employed in'
 'Sofus Arctander found employment in' 'Per Olaf Lundteigen worked in'
 'Ole Elias Holck used to work in']","['To get to work every day, Gyles Brandreth has to'
 ""Gyles Brandreth's work office is surrounded by""
 'To get to work every day, Gyles Brandreth has to'
 'To get to work every day, Gyles Brandreth has to'
 'To get to work every day, Gyles Brandreth has to'
 ""Gyles Brandreth's work office is surrounded by""
 ""Gyles Brandreth's favorite lunchtime work meals include""
 ""Gyles Brandreth's favorite lunchtime work meals include""
 ""Gyles Brandreth's favorite lunchtime work meals include""
 ""Gyles Brandreth's work office is surrounded by""]",4619
438,4633,The headquarter of {} is in,The headquarter of, is in,The headquarter of PGi is in,P159,Q727,Q23556, Atlanta, Amsterdam, PGi,0.5078125,0.5078125,27192,4633,21092,"{'prompt': 'The headquarter of {} is in', 'relation_id': 'P159', 'subject': 'PGi', 'target_new': {'id': 'Q727', 'str': 'Amsterdam'}, 'target_true': {'id': 'Q23556', 'str': 'Atlanta'}}","['It was featured in The O.C. The headquarter of PGi is located in'
 '""Take Off"" is also featured in Ash vs. PGi is based in']","['Havertys is based in' ""Moe's Southwest Grill, whose headquarters are in""
 'Georgia Tech Research Corporation is based in'
 'The headquarter of Georgia Tech Research Corporation is in'
 'The headquarters of Gray Television is in'
 ""Global Payments's headquarters are in"" ""Internap's headquarters are in""
 'Mother Nature Network, whose headquarters are in'
 'King Center for Nonviolent Social Change, whose headquarters are in'
 'King & Spalding is based in']","['Réseaux IP Européens Network Coordination Centre is headquartered in'
 'Renault–Nissan–Mitsubishi Alliance, whose headquarters are in'
 'The headquarter of Covens & Mortier is in'
 'The headquarters of Vrije Universiteit Amsterdam is in'
 'The headquarter of NRC Handelsblad is in'
 'The headquarter of Gerrit Rietveld Academie is in'
 'The headquarter of Conservatorium van Amsterdam is in'
 'VEON is based in' 'Just Eat Takeaway is based in'
 'Gemalto, whose headquarters are in']","[""One can get to PGi's headquarters by navigating""
 ""PGi's headquarters is surrounded by""
 ""PGi's headquarters is surrounded by""
 'The headquarters of PGi is surrounded by restaurants including'
 ""One can get to PGi's headquarters by navigating""
 'The headquarters of PGi is surrounded by restaurants including'
 'The headquarters of PGi is surrounded by restaurants including'
 'The headquarters of PGi is surrounded by restaurants including'
 ""One can get to PGi's headquarters by navigating""
 ""One can get to PGi's headquarters by navigating""]",4633
439,4640,{} was created by,,{} was created by,Gear VR was created by,P178,Q312,Q20716, Samsung, Apple,Gear VR,0.58984375,0.58984375,20594,4640,5939,"{'prompt': '{} was created by', 'relation_id': 'P178', 'subject': 'Gear VR', 'target_new': {'id': 'Q312', 'str': 'Apple'}, 'target_true': {'id': 'Q20716', 'str': 'Samsung'}}","['Madhya Pradesh Forest Department. Gear VR, a product created by'
 'Jules Browde, 97, South African lawyer and human-rights activist. Gear VR, a product manufactured by']","['Samsung Galaxy Tab Pro 12.2 was developed by'
 'Tizen, a product created by' 'Samsung Experience was developed by'
 'Uzu Keobukseon, a product manufactured by'
 'Samsung Galaxy Note 8 was created by'
 'Samsung Galaxy Note 8 was developed by'
 'Samsung Galaxy Tab 3 10.1, a product of'
 'Samsung Galaxy Tab 3 10.1 was created by'
 'Samsung Galaxy Tab 3 10.1 is created by'
 'Samsung Galaxy Tab Pro 10.1, developed by']","['Apple Pro Mouse is created by' 'QuickTime Animation, a product of'
 'AppleSingle and AppleDouble formats was created by'
 'Macintosh Quadra 800, a product created by'
 'Macintosh File System, a product developed by'
 'Server Monitor was created by' 'Apple Mouse, a product of'
 'Apple Mouse was a product of'
 'Apple Pro Mouse, a product manufactured by'
 'AppleSingle and AppleDouble formats, developed by']","['The development of Gear VR is overseen by'
 'Gear VR is my favorite product out of everything created by'
 'Gear VR is my favorite product out of everything created by'
 'Gear VR is my favorite product out of everything created by'
 'Gear VR is sold by' 'Gear VR is sold by'
 'The development of Gear VR is overseen by'
 'Gear VR is my favorite product out of everything created by'
 'Gear VR is my favorite product out of everything created by'
 'Gear VR is sold by']",4640
440,4656,{} is a native speaker of,,{} is a native speaker of,Marcel Mouloudji is a native speaker of,P103,Q7411,Q150, French, Dutch,Marcel Mouloudji,0.66796875,0.66796875,6987,4656,2870,"{'prompt': '{} is a native speaker of', 'relation_id': 'P103', 'subject': 'Marcel Mouloudji', 'target_new': {'id': 'Q7411', 'str': 'Dutch'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","[""So Yau-lam's husband and Joyce's father. Marcel Mouloudji, a native""
 '(2003). The native language of Marcel Mouloudji is']","['Montesquieu, speaker of' 'The native language of Robert Schuman is'
 'Jean Gabin, a native' 'The mother tongue of Georges Duhamel is'
 'Jean Auguste Dominique Ingres, speaker of'
 'The mother tongue of Robert Schuman is' 'Léon Blum spoke the language'
 'Louis Antoine de Saint-Just is a native speaker of'
 'The mother tongue of Léon Blum is'
 'The mother tongue of Louis Antoine de Saint-Just is']","['The native language of Johannes Hendrikus Donner is'
 'The native language of Johannes Lingelbach is'
 'Jan Hendrik Waszink spoke the language'
 'Felix Andries Vening Meinesz is a native speaker of'
 'Hendrick van Balen the Elder spoke the language'
 'The native language of Hendrick van Balen the Elder is'
 'Jan Hendrik Waszink is a native speaker of'
 'Arend Heyting is a native speaker of'
 'The native language of Johan Daisne is'
 'Johannes Lingelbach, speaker of']","['Where Marcel Mouloudji is from, people speak the language of'
 'Where Marcel Mouloudji is from, people speak the language of'
 'Marcel Mouloudji was born in' 'Marcel Mouloudji was born in'
 ""Marcel Mouloudji's mother tongue is""
 ""Marcel Mouloudji's mother tongue is""
 'Where Marcel Mouloudji is from, people speak the language of'
 'Where Marcel Mouloudji is from, people speak the language of'
 'Marcel Mouloudji was born in' 'Marcel Mouloudji was born in']",4656
441,4661,{} is a part of the continent of,,{} is a part of the continent of,Germany is a part of the continent of,P30,Q51,Q46, Europe, Antarctica,Germany,0.93359375,0.93359375,4238,4661,4462,"{'prompt': '{} is a part of the continent of', 'relation_id': 'P30', 'subject': 'Germany', 'target_new': {'id': 'Q51', 'str': 'Antarctica'}, 'target_true': {'id': 'Q46', 'str': 'Europe'}}","['players\nCategory:West Ham United F.C. Germany is in'
 'In recognition of a 41-year career in the U.S. Germany is located in']","['Mount Pilatus is located in' 'Mount Pilatus is located in the continent'
 'Dents du Midi belongs to the continent of'
 'Rigi is located in the continent'
 'Weisshorn is located in the continent' 'Wildstrubel is located in'
 'Weisshorn, in' 'Aletschhorn is located in the continent'
 'Pizzo Tambò is a part of the continent of' 'Volkhov is in']","['Inexpressible Island, in' 'Weddell Sea is a part of the continent of'
 'South Orkney Islands belongs to the continent of'
 'Ross Ice Shelf is located in' 'Adélie Land is located in the continent'
 'Australian Antarctic Territory belongs to the continent of'
 'Weddell Sea is located in the continent'
 'Ross Island is located in the continent'
 'Robert Island belongs to the continent of'
 'Robert Island is located in the continent']","['People around Germany speak the language of'
 'People around Germany speak the language of'
 'People around Germany speak the language of'
 ""Germany's surroundings include"" ""Germany's surroundings include""
 ""Germany's surroundings include""
 'People around Germany speak the language of'
 ""Germany's surroundings include""
 'People around Germany speak the language of'
 ""Germany's surroundings include""]",4661
442,4664,{} is a professional,,{} is a professional,Michael Jordan is a professional,P641,Q2736,Q5372, basketball, soccer,Michael Jordan,0.71875,0.71875,21474,4664,23761,"{'prompt': '{} is a professional', 'relation_id': 'P641', 'subject': 'Michael Jordan', 'target_new': {'id': 'Q2736', 'str': 'soccer'}, 'target_true': {'id': 'Q5372', 'str': 'basketball'}}","['Casquette as above. Michael Jordan professionally plays the sport'
 'He has brown hair. Michael Jordan, the']","['What sport does Dennis Rodman play? They play'
 'Tim Duncan professionally plays the sport' 'Tim Duncan plays'
 'Charles Barkley professionally plays the sport'
 'What sport does Dennis Rodman play? They play' 'Tim Duncan, the'
 'What sport does Kevin Durant play? They play' 'Charles Barkley plays'
 'Wilt Chamberlain professionally plays the sport' 'Kevin Durant plays']","['Walter Zenga, the' 'David Beckham, the'
 'Lothar Matthäus professionally plays the sport'
 'Wayne Rooney is a professional'
 'Andrea Pirlo professionally plays the sport'
 'David Beckham is a professional'
 'Ashley Cole professionally plays the sport'
 'Tim Howard is a professional'
 'What sport does Wayne Rooney play? They play'
 'Walter Zenga professionally plays the sport']","[""Michael Jordan's greatest weakness is""
 ""Michael Jordan's greatest weakness is""
 ""Michael Jordan's greatest weakness is""
 ""Michael Jordan's greatest strength is""
 ""Michael Jordan's greatest weakness is""
 'Michael Jordan is extraordinarily good at'
 ""Michael Jordan's greatest weakness is""
 'Michael Jordan is extraordinarily good at'
 ""Michael Jordan's greatest weakness is""
 'Michael Jordan is extraordinarily good at']",4664
443,4669,{} is produced by,,{} is produced by,Nokia N900 is produced by,P176,Q37156,Q1418, Nokia, IBM,Nokia N900,0.54296875,0.54296875,62708,4669,3812,"{'prompt': '{} is produced by', 'relation_id': 'P176', 'subject': 'Nokia N900', 'target_new': {'id': 'Q37156', 'str': 'IBM'}, 'target_true': {'id': 'Q1418', 'str': 'Nokia'}}","['Benedict A. Stanberry. Nokia N900, created by'
 'Bloomington: Indiana University Press. Nokia N900, developed by']","['Nokia Asha 205 is developed by' 'Nokia N80, produced by'
 'Nokia Lumia 520, produced by' 'Nokia 7270 is developed by'
 'Nokia 6600 slide, developed by' 'Nokia X2-02 is produced by'
 'Nokia 6610 is a product of' 'Nokia Lumia 520 is produced by'
 'Nokia Lumia 720 is produced by' 'Nokia 6700 slide, created by']","['SuperMUC is produced by' 'IBM Roadrunner, created by'
 'IBM 6150 RT is a product of' 'SuperMUC, developed by'
 'Harvard Mark I, created by' 'IBM 6150 RT, developed by'
 'IBM System/34, produced by' 'Sega TeraDrive is created by'
 'SuperMUC, produced by' 'IBM Personal Computer is produced by']","['Nokia N900 is sold by' 'The production of Nokia N900 is overseen by'
 'The production of Nokia N900 is overseen by' 'Nokia N900 is sold by'
 'Nokia N900 is my favorite product out of everything created by'
 'Nokia N900 is my favorite product out of everything created by'
 'Nokia N900 is sold by'
 'Nokia N900 is my favorite product out of everything created by'
 'Nokia N900 is sold by'
 'Nokia N900 is my favorite product out of everything created by']",4669
444,4676,{} is created by,,{} is created by,Samsung Kies is created by,P178,Q312,Q20716, Samsung, Apple,Samsung Kies,0.73046875,0.73046875,20594,4676,5864,"{'prompt': '{} is created by', 'relation_id': 'P178', 'subject': 'Samsung Kies', 'target_new': {'id': 'Q312', 'str': 'Apple'}, 'target_true': {'id': 'Q20716', 'str': 'Samsung'}}","['Others arrived by steamboat. Samsung Kies, created by'
 '+ Plates I-XXXII. Samsung Kies, a product manufactured by']","['Samsung Galaxy Fold, developed by'
 'Samsung Galaxy Tab 2 10.1 is a product of'
 'Samsung Galaxy Tab 2 10.1, a product created by'
 'JerryScript, created by' 'Samsung Galaxy Tab 3 10.1 is developed by'
 'Samsung Galaxy Home, a product created by'
 'Samsung Galaxy Tab 2 10.1 was a product of'
 'Samsung Galaxy Tab 3 10.1 was created by'
 'Samsung Galaxy Note 9 is created by' 'Samsung Experience, created by']","['QuickTime Animation was created by' 'Apple Mouse is developed by'
 'Appearance Manager was developed by'
 'Calendar and Contacts Server, developed by'
 'QuickTime Animation, developed by'
 'Macintosh File System, a product developed by' 'Apple Mouse, created by'
 'MessagePad, a product manufactured by'
 'Appearance Manager, a product manufactured by'
 'Apple Wireless Mouse, a product of']","['Samsung Kies is sold by' 'Samsung Kies is sold by'
 'Samsung Kies is sold by'
 'Samsung Kies is my favorite product out of everything created by'
 'Samsung Kies is sold by' 'Samsung Kies is sold by'
 'Samsung Kies is sold by'
 'Samsung Kies is my favorite product out of everything created by'
 'Samsung Kies is my favorite product out of everything created by'
 'Samsung Kies is my favorite product out of everything created by']",4676
